226:3,9,1,6,4,3,6,8,5,4,9,9,6,1,3,8,6,3,6,9,5,2,8,2,2,9,6,2,2,1
227:2,1,8,2,2,6,5,1,2,2,1,1,3,4,7,7,1,6,5,4,2,5,5,4,7,5,9,5,7,3
228:1,7,4,4,8,3,9,3,6,6,6,7,7,3,8,2,1,9,2,3,6,8,9,4,4,2,4,2,6,5
229:5,7,6,5,7,1,7,9,7,5,4,8,9,7,3,7,1,5,9,9,8,4,6,6,8,1,2,9,1,3
230:4,7,1,1,5,9,9,3,7,2,3,8,5,3,8,2,5,2,4,3,4,1,5,4,8,5,8,8,9,2
231:8,4,2,3,5,4,3,7,2,6,9,9,4,4,5,6,4,9,8,6,2,7,9,5,9,2,1,9,6,7
232:4,8,7,1,4,3,2,1,5,7,1,3,5,3,9,6,7,1,3,8,3,6,1,9,3,8,2,9,7,8
233:7,5,1,5,7,3,1,6,7,1,4,9,6,8,1,5,4,5,3,9,4,5,7,3,9,7,7,8,4,8
234:1,9,9,4,1,5,3,8,5,1,2,6,1,4,4,2,4,3,3,8,3,5,8,6,4,8,4,2,3,3
235:7,8,9,7,6,8,8,5,2,4,4,7,4,3,7,4,8,1,8,6,7,4,2,1,9,9,4,8,8,7
236:3,5,8,7,7,3,8,7,8,6,1,6,5,6,9,3,1,1,5,1,5,3,1,6,2,5,7,3,7,8
237:1,3,5,8,7,5,1,7,9,6,2,1,7,4,9,2,2,2,7,8,3,5,7,1,9,9,7,5,5,5
238:6,5,7,2,3,5,8,6,3,4,5,5,7,4,2,3,7,2,8,7,1,9,6,7,2,7,5,8,7,8
239:8,6,2,4,3,9,7,4,8,4,6,9,9,9,8,7,3,5,3,9,8,5,4,6,1,4,7,7,4,3
240:7,6,4,1,9,8,2,7,2,6,5,9,3,8,6,7,7,8,5,6,3,5,7,4,1,8,4,7,3,1
241:3,3,1,3,1,1,8,6,2,7,5,6,4,7,1,9,6,6,8,1,5,9,6,4,3,8,6,1,6,9
242:5,7,1,7,7,2,7,4,8,8,2,3,2,3,6,5,9,2,9,5,6,4,9,4,8,4,7,2,9,2
243:7,3,6,5,7,3,1,1,1,3,1,6,5,9,8,8,4,9,6,5,9,8,4,2,7,2,9,8,1,6
244:6,7,6,7,8,1,7,5,7,4,7,2,8,6,1,7,9,6,3,8,6,6,2,2,4,9,6,1,8,8
245:7,5,1,9,6,1,1,3,6,4,8,3,6,9,5,2,7,5,2,2,3,6,3,1,8,2,2,3,8,9
246:8,9,7,8,8,9,6,9,2,8,9,4,3,8,2,5,6,2,6,8,3,7,7,5,7,3,8,4,8,4
247:1,6,9,6,8,5,8,9,4,8,9,6,9,3,4,4,6,6,3,2,1,9,2,2,6,1,7,3,2,2
248:3,1,3,9,3,5,8,6,6,1,7,2,4,8,5,4,2,4,8,5,8,6,5,5,6,6,1,8,5,2
249:6,5,4,5,7,6,4,4,6,5,8,9,9,2,5,9,1,8,2,6,8,7,4,8,2,7,8,7,7,8
250:5,2,1,3,5,8,9,1,4,3,2,6,6,7,7,7,3,9,7,5,3,2,1,9,4,5,2,6,6,4
251:4,9,7,5,6,4,3,5,5,1,5,4,2,4,7,9,1,3,2,1,3,7,1,2,8,1,5,8,2,7
252:7,4,1,6,6,8,1,3,6,3,1,4,4,3,7,3,8,3,6,8,5,2,6,6,3,5,1,8,4,1
253:4,8,6,9,1,4,6,8,1,8,8,1,9,8,7,6,3,8,2,1,5,2,7,5,2,5,7,5,8,2
254:2,3,4,6,5,9,4,5,2,3,6,8,7,3,3,8,3,7,2,7,3,2,9,1,6,7,6,5,1,4
255:3,9,1,2,4,5,4,1,4,8,2,2,2,6,8,8,4,4,8,8,2,6,9,5,4,7,6,6,1,2
256:1,5,3,5,4,5,9,6,4,2,1,7,2,7,9,9,9,9,2,7,8,1,6,4,3,6,9,5,9,7
257:7,4,2,4,8,2,5,1,1,9,5,3,9,4,7,6,7,4,5,8,9,6,4,3,6,8,5,1,5,1
258:8,2,6,2,9,4,3,7,4,3,3,2,6,1,2,8,9,8,8,5,6,3,5,3,1,3,7,3,6,2
259:5,6,8,1,3,5,2,1,1,2,4,6,1,3,9,1,6,2,7,8,4,5,1,6,4,1,3,5,7,7
260:1,4,9,3,1,3,8,7,9,2,6,7,8,9,2,5,1,8,7,5,9,3,5,1,1,8,7,1,9,9
261:9,1,3,8,8,2,5,3,6,1,8,9,4,9,5,3,4,2,3,3,1,9,2,3,9,3,2,9,8,5
262:2,3,8,6,1,7,5,7,8,5,9,5,6,7,1,3,5,4,9,6,3,1,9,9,7,7,8,9,7,1
263:5,9,5,3,1,2,8,4,7,8,6,2,7,4,8,1,8,8,9,6,2,9,8,1,2,6,2,9,5,5
264:8,2,6,2,9,4,3,7,4,3,3,2,6,1,2,8,9,5,8,5,6,3,5,3,1,3,7,3,6,2
265:3,9,8,9,3,2,6,9,1,7,7,1,9,6,5,2,7,6,6,3,5,1,7,6,5,1,9,7,9,3
266:9,2,9,5,2,7,7,1,1,6,6,8,4,3,9,4,2,6,8,6,4,8,9,7,8,7,3,3,8,4
267:5,3,3,1,4,5,6,7,1,4,7,4,3,1,8,3,5,5,9,2,7,9,1,2,9,8,2,4,5,2
268:2,2,6,4,5,9,7,6,7,5,6,4,4,3,2,2,7,4,9,6,1,7,2,6,4,4,1,1,5,1
269:8,5,2,8,7,3,1,7,8,7,6,5,6,7,3,5,1,5,5,2,9,9,7,4,5,7,4,7,9,5
270:4,9,4,8,4,7,2,3,8,9,5,2,6,6,7,1,3,5,2,8,1,9,1,3,5,8,7,7,4,3
271:4,6,9,6,5,4,1,8,1,6,8,6,2,4,1,7,1,4,8,3,2,9,2,4,9,1,6,6,8,5
272:3,7,4,5,6,4,9,8,2,9,1,7,6,2,8,3,3,1,6,6,6,6,7,2,8,4,8,3,9,3
273:7,2,8,3,3,4,5,4,2,6,8,9,3,8,7,6,5,5,4,7,1,1,4,1,4,6,6,8,6,9
274:6,5,6,1,7,1,3,2,7,5,4,1,4,9,2,6,6,4,1,4,8,8,4,3,9,9,1,2,3,4
275:7,7,9,1,7,2,5,9,4,3,5,1,6,1,9,3,1,8,8,3,7,9,5,1,2,6,1,1,2,6
276:7,7,5,4,1,5,8,1,4,1,8,5,7,4,7,2,5,7,2,4,8,8,1,6,7,8,1,8,4,9
277:1,3,7,4,7,6,9,7,8,9,3,8,3,5,7,4,7,2,2,9,8,9,6,8,3,5,8,7,1,8
278:4,8,7,1,4,3,2,1,5,7,1,3,5,3,9,6,7,1,3,8,3,6,1,9,3,8,2,9,7,5
279:2,5,7,4,8,6,2,2,1,4,8,7,3,2,6,5,8,5,9,8,5,2,5,3,1,2,5,3,6,5
280:7,3,6,5,7,3,1,1,1,3,1,6,5,9,8,8,4,9,6,5,9,8,4,2,7,2,9,8,1,2
281:7,2,1,9,7,1,4,4,7,4,3,9,4,5,5,4,1,3,6,9,6,3,2,8,1,9,8,4,3,2
282:4,1,8,6,8,5,8,6,8,1,8,3,1,9,2,5,2,4,4,9,9,3,9,7,1,6,5,6,6,4
283:7,9,1,1,8,7,4,9,7,4,2,7,6,6,5,1,7,5,9,1,6,3,2,3,4,7,1,3,6,2
284:6,5,1,6,7,3,6,3,4,9,1,7,1,9,8,7,2,6,4,2,5,7,8,1,9,8,3,7,4,8
285:6,5,5,6,4,7,4,4,9,1,5,5,5,6,6,3,3,5,4,3,8,3,6,9,8,7,8,4,4,2
286:7,3,6,5,7,3,1,1,1,3,1,6,5,9,8,8,4,9,6,5,9,8,4,2,7,2,9,8,1,6
287:8,8,3,7,4,4,8,4,5,6,3,9,5,6,2,6,3,2,1,6,7,2,5,5,2,2,3,1,2,7
288:1,5,6,1,3,6,4,3,6,1,6,1,9,3,8,1,7,3,7,5,2,4,9,5,4,3,7,4,9,8
289:3,2,7,7,2,8,6,2,9,8,9,6,3,8,4,6,5,6,9,5,6,9,1,7,4,8,2,4,5,6
290:5,5,2,1,1,7,2,1,5,4,5,4,4,4,8,1,2,5,4,9,9,3,6,7,3,2,8,4,2,5
291:6,5,7,2,3,5,8,6,3,4,5,2,7,4,2,3,7,2,8,7,1,9,6,7,2,7,5,8,7,8
292:3,9,1,6,4,3,6,8,5,4,9,9,6,1,3,8,6,3,4,9,5,2,8,2,2,9,6,2,2,7
293:4,5,7,9,7,9,9,4,1,1,4,6,7,4,8,6,1,1,4,7,2,4,3,6,3,8,3,3,5,5
294:3,2,8,3,3,2,7,6,8,1,3,3,6,3,6,4,1,8,2,5,1,8,2,4,9,4,4,5,8,6
295:1,1,5,5,5,2,4,3,6,3,2,7,3,7,5,1,9,9,9,1,8,3,7,4,2,4,7,8,9,7
296:3,1,2,2,4,2,7,8,7,4,7,1,1,8,1,7,6,1,6,5,7,7,8,3,4,6,7,8,2,2
297:5,9,5,3,1,2,8,4,7,8,6,2,7,4,8,1,8,8,9,6,2,9,8,1,2,6,2,9,5,4
298:6,2,2,3,3,8,4,5,8,6,7,2,1,8,6,5,9,7,8,9,8,7,2,2,4,1,2,4,6,8
299:7,6,1,5,7,8,9,8,1,6,6,3,2,3,6,8,4,1,4,1,5,8,7,6,6,2,9,8,6,3
300:1,8,8,6,6,1,5,2,2,3,9,9,2,5,2,1,4,9,7,5,4,7,8,6,1,1,5,3,4,6
301:3,2,8,3,3,2,7,6,8,1,3,3,6,3,6,4,1,8,2,5,1,8,2,4,9,4,4,5,8,1
302:8,2,4,8,8,2,5,1,1,7,1,5,9,5,5,5,7,7,7,5,2,1,7,8,8,8,4,3,7,9
303:6,5,6,1,7,1,3,2,7,5,4,1,3,9,2,6,6,4,1,4,8,8,4,3,9,9,1,2,3,4
304:2,6,5,2,4,8,4,3,3,8,1,1,7,9,9,5,9,2,9,1,4,2,6,3,2,5,5,8,4,9
305:3,7,4,5,6,4,9,8,2,9,1,5,6,2,8,3,3,1,6,6,6,6,7,2,8,4,8,3,9,4
306:2,8,4,6,6,3,2,9,9,3,6,9,9,3,6,5,7,6,8,9,9,4,6,2,6,3,2,9,3,9
307:9,2,1,1,3,6,4,7,8,8,4,3,4,1,9,5,3,2,5,7,4,1,3,7,6,5,5,9,3,4
308:9,9,7,8,8,7,4,9,5,5,5,7,3,6,8,3,5,4,7,3,3,4,4,1,7,2,4,1,5,8
309:3,2,8,7,3,2,7,6,8,1,3,3,6,3,6,4,1,8,2,5,1,8,2,4,9,4,4,5,8,6
310:3,9,1,5,4,5,2,3,8,1,5,2,9,6,8,7,8,4,8,3,1,1,3,3,2,8,4,6,4,4
311:8,9,5,5,7,1,7,6,2,7,1,8,6,7,9,7,7,9,9,1,1,8,8,7,1,5,9,9,6,4
312:1,9,4,1,5,2,9,5,4,4,6,8,8,8,4,9,4,9,6,9,8,7,2,9,2,9,8,2,4,1
313:4,1,5,5,7,1,6,9,7,3,8,7,5,1,4,4,2,6,7,2,7,8,9,7,9,2,6,1,1,8
314:3,9,9,8,5,5,9,9,3,3,3,9,8,9,8,6,2,9,2,4,6,7,6,8,1,8,1,2,3,3
315:3,4,8,8,8,4,1,6,9,6,2,2,4,8,2,3,2,6,6,1,6,5,9,5,6,4,3,7,4,5
316:2,7,9,7,7,8,9,5,9,1,2,3,2,4,3,2,3,3,3,7,5,7,6,7,8,7,3,7,1,5
317:6,5,7,8,2,7,8,4,7,1,4,1,9,1,8,9,7,2,7,9,6,1,9,8,7,9,2,8,8,3
318:9,9,7,8,8,7,4,9,5,5,5,7,3,6,8,3,5,4,7,3,3,4,4,1,7,2,4,1,5,8
319:2,7,8,4,9,1,6,3,2,8,8,4,4,3,5,2,6,7,5,2,6,7,9,8,3,1,5,2,8,3
320:6,5,6,1,7,1,3,2,7,5,4,1,4,9,2,6,6,4,1,4,8,8,4,3,9,9,1,2,3,4
321:1,9,6,4,8,4,1,6,6,8,4,6,4,5,5,6,5,2,3,3,3,9,6,8,7,9,3,1,5,7
322:1,3,7,4,7,6,9,7,8,9,3,8,3,5,7,4,7,2,2,9,8,9,3,8,3,5,8,7,1,8
323:4,8,7,6,8,1,6,1,9,7,9,5,4,6,1,7,4,3,2,7,1,3,9,1,7,8,3,3,6,3
324:1,3,9,1,2,2,6,6,2,1,7,6,2,5,4,9,8,8,7,8,2,9,3,2,6,6,1,3,4,1
325:4,9,3,2,5,1,8,6,1,3,3,5,5,9,9,1,8,5,8,9,3,7,6,3,1,2,5,2,8,2
326:9,1,1,9,9,7,3,9,4,5,7,7,9,2,2,1,5,5,4,7,8,6,8,8,9,6,3,1,1,8
327:7,4,7,5,7,3,9,8,7,4,5,8,1,2,3,7,3,2,4,8,2,9,5,1,7,6,4,6,5,7
328:4,8,4,9,8,4,9,3,5,7,9,5,3,9,8,8,7,2,1,8,9,8,5,9,5,5,9,1,7,9
329:6,1,2,6,1,1,9,7,5,1,6,9,7,9,1,9,4,7,6,3,3,4,1,8,6,7,8,3,1,4
330:2,8,4,6,5,3,4,7,4,3,9,6,8,6,7,8,2,4,8,1,7,1,7,3,4,2,9,7,3,5
331:7,9,1,2,1,7,4,8,5,7,8,1,6,5,3,2,8,7,4,6,9,3,2,8,3,4,4,2,5,8
332:1,5,6,1,3,6,4,3,6,1,6,1,9,3,8,1,7,3,7,5,2,4,9,5,4,3,9,4,9,8
333:9,4,6,2,7,7,3,8,7,7,3,3,4,3,2,2,6,2,3,9,5,7,1,5,9,4,9,4,1,1
334:6,7,5,6,8,7,3,8,4,3,3,2,5,5,5,3,6,6,8,3,6,7,1,9,3,8,3,4,6,2
335:7,8,9,7,6,8,8,5,2,4,4,7,4,3,7,4,8,1,8,6,7,4,2,1,9,9,4,8,8,8
336:6,2,1,3,6,7,3,6,8,4,4,4,7,9,8,2,6,6,2,5,6,4,9,8,8,6,4,3,6,4
337:9,5,8,1,5,1,2,7,9,7,2,8,6,2,8,6,6,3,6,7,1,6,7,7,2,3,6,2,9,3
338:8,2,9,1,1,2,6,4,6,8,8,5,6,3,3,9,2,4,5,8,5,3,1,8,5,4,1,7,6,7
339:4,8,7,5,6,8,8,6,9,1,5,7,5,7,7,7,3,1,1,1,3,3,3,7,4,1,2,5,6,8
340:6,5,7,1,9,5,2,6,5,6,6,1,1,4,2,1,2,3,6,5,2,8,7,2,6,9,1,3,1,2
341:9,1,1,9,9,7,3,9,4,5,7,7,9,2,2,1,5,5,4,7,8,6,8,8,9,6,3,1,1,5
342:4,1,2,8,1,2,5,1,3,6,3,4,1,4,6,1,7,4,4,3,6,2,2,6,8,4,4,2,3,6
343:8,2,1,4,7,2,2,7,4,3,2,1,1,1,7,7,4,1,9,1,7,8,8,6,1,4,8,9,6,1
344:1,3,5,8,7,5,1,7,9,6,2,1,7,4,9,2,2,2,7,8,3,5,7,1,7,9,7,5,5,1
345:2,3,8,6,1,7,5,7,8,5,9,5,6,7,1,3,5,4,9,6,3,1,9,9,7,7,8,9,7,9
346:6,9,9,6,1,8,1,6,3,8,7,4,9,5,8,9,7,6,2,7,1,1,6,1,5,5,6,8,4,8
347:7,3,8,2,6,5,6,9,3,1,8,4,1,4,2,6,9,2,5,4,8,4,6,3,5,7,8,9,2,3
348:5,9,5,3,1,2,8,4,7,8,6,2,7,4,8,1,8,8,9,6,2,9,8,1,2,6,2,9,5,4
349:2,3,2,8,4,6,9,3,8,9,8,9,8,7,9,4,6,8,6,1,7,6,6,7,9,6,3,7,9,1
350:6,4,2,5,5,9,6,5,7,6,8,7,7,1,2,2,6,2,4,4,6,8,3,9,3,6,9,6,2,5
351:3,9,8,9,3,2,6,9,1,7,7,1,9,6,5,2,7,6,6,3,5,1,7,6,5,1,9,7,9,6
352:3,2,9,3,3,1,8,1,2,1,2,9,8,5,5,7,4,8,8,5,8,7,3,2,1,1,5,8,1,6
353:2,8,4,6,5,3,4,7,4,3,9,6,8,6,7,8,2,4,8,1,7,1,7,3,4,2,9,7,3,1
354:2,1,8,2,2,6,5,1,2,2,1,1,3,4,7,7,1,5,5,4,2,5,5,4,7,5,9,5,7,3
355:1,3,7,6,2,7,3,9,8,3,4,4,3,8,9,9,3,9,1,1,8,9,2,1,2,2,2,5,9,5
356:3,3,1,3,1,1,8,6,2,7,5,6,4,7,1,9,6,6,8,1,5,9,6,4,3,1,6,1,6,3
357:8,2,4,8,8,2,5,1,1,7,1,5,9,5,5,5,6,7,7,5,2,1,7,8,8,8,4,3,7,3
358:3,7,2,1,2,2,5,8,7,7,6,8,2,4,2,8,6,5,6,7,5,7,1,6,9,6,3,8,2,8
359:5,9,9,2,3,4,5,3,3,6,3,3,6,7,9,6,5,8,5,4,5,6,4,8,3,7,5,8,4,8
360:7,7,3,7,4,6,2,4,4,6,2,5,6,4,1,8,4,5,3,5,8,9,9,2,1,3,3,4,3,9
361:6,6,5,2,3,5,4,1,9,2,4,9,1,1,4,5,7,3,9,5,2,8,2,1,4,1,4,2,8,2
362:5,2,1,3,5,8,9,1,4,3,4,6,6,7,7,7,3,9,7,5,3,2,1,9,4,5,2,6,6,4
363:2,3,4,6,5,9,4,5,2,3,6,8,7,3,3,8,3,7,2,7,3,2,9,7,6,7,6,5,1,7
364:9,2,9,5,2,7,7,1,1,6,6,8,4,3,9,4,2,6,8,6,4,8,9,7,8,7,3,8,8,4
365:3,1,3,6,8,3,8,9,4,1,9,4,9,6,3,1,6,3,7,5,2,1,7,9,1,8,9,2,3,6
366:4,9,7,1,2,6,7,8,8,8,1,7,5,4,7,6,5,7,6,6,3,8,9,4,4,2,5,1,6,8
367:8,5,4,5,9,5,1,7,1,6,3,3,1,5,5,5,3,8,1,6,4,1,9,4,3,3,5,6,7,8
368:3,9,9,8,5,5,9,9,3,3,3,9,8,9,8,6,2,9,2,4,6,7,6,8,1,8,1,2,3,8
369:3,5,9,4,5,8,6,1,2,8,7,9,4,3,1,7,3,9,1,3,7,4,5,4,7,9,6,2,7,6
370:6,2,9,1,5,2,2,9,9,1,2,2,6,3,2,1,8,5,9,6,5,8,5,5,8,3,9,9,7,9
371:8,5,5,2,4,5,8,1,7,2,3,4,2,9,4,3,5,6,2,6,1,4,7,3,1,9,1,5,3,2
372:3,9,9,8,5,2,9,9,3,3,3,9,8,9,8,6,2,9,2,4,6,7,6,8,1,8,1,2,3,8
373:5,5,4,3,5,2,2,9,4,9,3,9,1,6,3,8,7,8,3,4,9,2,3,5,7,4,5,8,6,6
374:1,3,8,9,9,4,1,7,8,7,9,2,4,2,2,2,7,5,4,7,7,7,4,6,2,1,2,2,1,6
375:5,5,2,1,1,7,2,1,5,4,5,4,4,4,8,1,2,5,4,9,9,3,6,7,3,2,8,4,2,6
376:6,4,7,7,6,1,6,5,5,4,7,9,2,6,7,9,5,6,7,5,9,4,4,1,5,4,2,4,4,2
377:2,9,4,9,2,9,9,1,3,3,5,5,7,3,3,6,2,5,7,1,1,1,7,1,9,4,8,9,4,5
378:1,2,9,4,6,5,6,3,2,2,6,1,8,9,5,8,9,8,3,3,9,1,5,5,9,8,7,3,1,1
379:1,3,6,5,9,4,1,6,3,8,3,2,1,2,7,3,5,4,8,1,5,6,5,1,6,5,5,3,6,4
380:1,8,6,1,5,6,8,5,1,6,6,1,8,7,7,9,1,7,6,7,6,6,6,1,3,4,2,3,8,4
381:1,7,7,8,7,7,4,9,2,8,1,2,5,3,5,4,1,2,5,2,5,4,6,2,1,5,1,7,9,5
382:8,2,2,4,3,9,7,4,8,4,6,9,9,9,8,7,3,5,3,9,8,5,4,6,1,4,7,7,4,3
383:5,3,3,9,7,7,2,6,6,8,9,4,1,1,4,6,6,2,5,3,4,6,7,3,3,8,6,4,3,2
384:6,7,8,6,4,7,5,5,9,3,9,6,9,2,3,8,2,2,1,1,4,9,1,7,2,8,6,5,2,8
385:1,7,2,5,2,7,6,7,8,7,6,8,3,2,6,1,6,1,2,4,9,5,5,6,2,8,1,1,4,2
386:3,5,7,3,8,8,3,1,6,4,1,4,1,7,1,6,9,8,3,4,1,3,2,1,1,7,1,2,5,6
387:4,3,4,6,7,7,1,1,7,1,3,9,8,6,4,6,1,1,5,7,4,4,2,9,7,3,7,3,3,2
388:5,5,1,3,5,2,2,9,4,9,3,9,1,6,3,8,7,8,3,4,9,2,3,5,7,4,5,8,6,7
389:8,5,5,2,4,5,8,1,7,2,3,4,7,9,4,3,5,6,2,6,1,4,7,3,1,9,1,5,3,7
390:2,4,4,6,8,6,8,4,7,3,3,5,7,5,6,7,1,4,3,7,1,3,7,3,9,4,5,5,7,7
391:9,1,2,9,5,8,7,7,8,9,3,4,3,9,6,1,9,8,4,3,7,4,6,8,2,9,9,1,6,1
392:8,6,2,8,2,6,6,9,4,3,6,7,9,9,4,1,6,9,5,9,9,9,3,3,1,3,1,5,3,6
393:4,2,1,8,4,6,5,2,6,7,6,4,5,3,1,5,2,1,1,4,8,1,3,9,9,6,4,1,3,8
394:3,4,1,3,2,9,9,8,2,4,3,8,3,4,9,2,5,9,1,7,6,6,4,4,9,7,9,5,4,5
395:2,8,2,5,3,2,7,1,2,6,8,7,4,7,6,9,6,9,8,9,5,9,7,4,8,2,9,8,6,4
396:2,7,1,6,2,7,4,7,6,4,8,1,6,7,6,7,8,8,4,7,8,1,9,9,2,9,6,7,9,4
397:2,7,1,6,2,7,4,7,6,4,8,1,6,7,6,7,8,8,4,7,8,1,9,9,2,9,6,7,9,8
398:6,3,7,4,5,5,3,4,4,9,3,7,8,9,3,9,8,1,6,6,6,1,9,6,3,6,4,9,3,6
399:8,2,1,1,4,5,4,6,9,1,8,3,8,6,6,3,6,8,9,1,7,6,3,7,5,3,2,1,8,8
400:5,3,2,7,3,6,4,2,4,4,7,6,8,1,2,9,3,9,6,4,1,3,3,1,5,6,5,9,3,5
401:8,8,3,7,4,4,8,4,5,6,3,9,5,6,2,6,3,2,1,6,7,2,5,5,2,2,3,1,2,9
402:7,9,9,5,8,4,8,2,1,3,6,7,3,9,8,4,1,9,4,4,7,1,2,7,2,1,4,6,4,4
403:5,3,5,3,5,9,1,1,6,1,6,8,3,3,6,8,6,4,9,6,8,7,9,8,8,6,4,2,1,7
404:7,3,2,5,8,4,9,4,3,5,9,9,8,8,9,3,6,5,1,9,2,8,4,1,4,3,6,5,4,7
405:5,5,2,1,1,2,2,1,5,4,5,4,4,4,8,1,2,5,4,9,9,3,6,7,3,2,8,4,2,6
406:5,2,1,3,5,8,9,1,4,3,4,6,6,7,7,7,3,9,7,5,3,2,1,9,4,5,2,6,6,5
407:9,9,9,9,2,2,6,1,1,6,3,2,4,4,6,4,8,2,4,9,1,8,4,9,3,7,2,1,5,4
408:6,1,2,6,1,1,9,7,5,1,6,9,7,9,1,9,4,7,6,3,3,4,1,8,6,7,8,3,1,8
409:5,8,7,5,1,7,3,7,9,1,4,5,9,6,3,1,4,5,6,2,3,3,1,3,4,7,7,1,3,9
410:7,7,9,1,7,2,5,9,4,3,5,1,6,1,9,3,1,8,8,3,7,9,5,1,2,6,1,1,2,8
411:8,9,6,6,5,1,8,7,9,3,5,2,2,1,1,9,7,5,9,6,8,4,9,7,2,1,3,1,7,8
412:3,7,4,5,6,4,9,8,2,9,1,7,6,2,8,3,3,1,6,6,6,6,7,2,8,4,8,3,9,4
413:4,4,9,7,9,3,7,5,8,2,8,7,2,7,1,2,7,2,1,5,9,9,7,1,5,1,6,9,4,1
414:1,7,2,8,2,7,6,7,8,7,6,8,3,2,6,1,6,1,2,4,9,5,5,6,2,8,1,1,4,6
415:8,7,8,4,9,7,9,3,7,4,4,9,4,8,7,8,6,6,7,2,3,3,9,1,1,1,2,6,3,3
416:2,9,6,6,5,8,4,9,4,1,8,5,7,9,7,7,9,4,2,5,9,1,1,9,5,3,4,3,4,4
417:8,9,9,2,4,9,9,6,4,8,6,9,4,4,5,8,3,4,2,2,6,5,1,6,7,9,6,6,8,7
418:3,1,7,2,7,1,3,1,2,1,5,7,7,5,9,4,7,4,8,3,5,7,8,6,9,6,1,3,9,2
419:6,5,3,1,7,9,6,6,5,5,8,6,9,4,4,2,2,2,8,8,3,5,6,4,5,4,7,3,9,2
420:7,2,8,3,3,4,5,4,2,6,8,9,3,8,7,6,5,5,4,7,1,1,4,1,4,6,6,8,6,1
421:4,5,2,7,3,3,8,3,2,4,4,7,8,7,4,9,1,9,4,5,4,8,7,8,7,6,5,9,5,9
422:2,7,2,5,9,7,7,2,7,5,8,7,7,9,4,5,5,6,8,7,6,3,7,5,8,4,4,1,4,1
423:8,7,8,4,9,7,9,3,7,4,4,9,4,8,7,8,6,6,7,2,3,3,9,1,1,1,2,6,3,7
424:2,2,3,4,4,3,6,5,3,9,5,6,7,8,1,3,3,5,5,4,7,2,9,8,9,5,6,6,7,8
425:7,4,7,5,7,3,9,8,7,4,5,8,1,2,3,7,3,2,4,8,2,9,5,1,7,6,4,6,5,2
426:2,8,4,7,6,5,8,1,7,9,4,8,6,9,7,5,5,3,4,3,1,5,3,2,7,1,2,2,9,9
427:6,8,5,6,3,1,2,2,2,8,8,9,6,9,7,2,4,8,7,8,3,2,7,6,1,1,4,3,7,4
428:8,2,6,2,9,4,3,7,4,3,3,2,6,1,2,8,9,5,8,5,6,3,5,3,1,3,7,3,6,7
429:2,9,2,2,6,1,3,7,5,1,6,8,8,8,9,5,1,9,8,5,2,3,9,9,1,4,8,2,8,8
430:5,7,4,9,9,8,8,4,5,3,7,9,4,1,2,3,8,2,6,3,1,8,1,5,5,9,6,9,8,4
431:5,5,5,2,4,5,1,1,9,1,2,2,1,7,6,2,6,7,3,6,5,4,7,8,5,2,7,4,9,9
432:3,1,7,2,7,1,3,8,2,1,5,7,7,5,9,4,7,4,8,3,5,7,8,6,9,6,1,3,9,6
433:2,2,3,4,5,9,7,6,7,5,6,4,4,3,2,2,7,4,9,6,1,7,2,6,4,4,1,1,5,1
434:4,4,2,5,4,1,9,3,8,8,3,2,9,8,8,6,9,1,6,2,9,9,7,2,5,1,9,4,1,9
435:5,5,7,8,3,7,1,4,5,1,1,3,4,5,7,7,2,4,8,1,3,4,5,8,2,4,8,7,3,3
436:3,7,6,9,3,2,6,3,7,9,7,4,9,4,4,2,4,8,3,8,7,8,9,4,8,6,4,5,6,3
437:3,1,3,6,8,3,8,9,4,1,9,4,9,6,3,1,6,3,7,5,2,1,7,9,1,8,9,2,3,5
438:7,3,2,5,8,4,9,4,3,5,9,9,8,8,9,3,6,5,1,9,2,8,4,1,4,3,6,5,4,2
439:2,7,9,7,7,8,9,5,9,1,2,3,2,4,3,2,6,3,3,7,5,7,6,7,8,7,3,7,1,3
440:1,4,2,8,2,7,6,3,2,7,3,1,3,8,2,3,9,3,3,2,8,2,3,5,1,2,8,7,8,3
441:6,8,2,8,2,2,7,2,8,6,2,2,2,2,1,6,3,8,2,3,5,8,5,4,4,9,7,9,3,3
442:7,9,2,2,1,7,4,8,5,7,8,1,6,5,3,2,8,7,4,6,9,3,2,8,3,4,4,2,5,8
443:8,9,6,6,5,1,8,7,9,3,5,2,2,1,1,9,7,5,9,6,8,4,9,7,2,1,3,1,7,3
444:4,3,5,8,3,9,2,7,8,2,2,3,8,2,4,3,4,1,8,4,1,1,4,3,9,2,5,1,2,1
445:7,2,3,8,5,8,8,7,8,6,6,9,6,4,6,3,3,1,5,3,7,2,7,8,5,4,7,6,5,2
446:7,3,8,2,6,5,6,9,3,1,8,4,1,4,2,6,9,2,5,4,8,4,6,3,5,7,8,9,2,7
447:3,2,5,1,7,3,4,3,5,1,4,6,2,9,7,7,5,7,4,6,6,3,1,4,5,7,4,7,2,2
448:2,7,6,4,4,5,2,1,7,2,7,6,7,9,5,6,4,8,1,1,4,6,8,8,9,1,4,8,5,7
449:3,1,3,5,2,6,2,9,1,6,5,6,7,6,5,4,1,2,6,6,4,8,8,2,6,4,4,4,4,9
450:4,9,7,5,6,4,3,5,5,1,5,4,2,4,7,9,7,3,2,1,3,7,1,2,8,1,5,8,2,7
